2time,voltage,current,joules,temp
1847,1.36,0.25,675.96,32.31
1848,1.36,0.25,676.30,32.31
1849,1.36,0.25,676.64,32.31
1850,1.36,0.25,676.98,32.31
1851,1.37,0.25,677.32,32.31
1852,1.36,0.25,677.65,32.31
1853,1.36,0.25,677.99,32.31
1854,1.36,0.25,678.33,32.31
1855,1.36,0.25,678.67,32.31
1856,1.37,0.25,679.01,32.31
1857,1.37,0.25,679.35,32.31
1858,1.36,0.25,679.68,32.31
1859,1.37,0.25,680.02,32.31
1860,1.36,0.25,680.36,32.31
1861,1.37,0.25,680.70,32.31
1862,1.37,0.25,681.04,32.31
1863,1.36,0.25,681.38,32.31
1864,1.36,0.25,681.71,32.31
1865,1.36,0.25,682.05,32.31
1866,1.36,0.25,682.39,32.31
1867,1.37,0.25,682.73,32.31
1868,1.36,0.25,683.07,32.31
1869,1.36,0.25,683.40,32.31
1870,1.36,0.25,683.74,32.31
1871,1.35,0.25,684.07,32.25
1872,1.36,0.25,684.41,32.31
1873,1.37,0.25,684.75,32.31
1874,1.36,0.25,685.09,32.31
1875,1.37,0.25,685.43,32.25
1876,1.37,0.25,685.77,32.31
1877,1.36,0.25,686.11,32.31
1878,1.36,0.25,686.44,32.31
1879,1.36,0.25,686.78,32.31
1880,1.36,0.25,687.12,32.31
1881,1.37,0.25,687.46,32.31
1882,1.36,0.25,687.80,32.31
1883,1.36,0.25,688.13,32.31
1884,1.36,0.25,688.47,32.31
1885,1.36,0.25,688.81,32.31
1886,1.37,0.25,689.15,32.31
1887,1.37,0.25,689.49,32.31
1888,1.36,0.25,689.82,32.31
1889,1.36,0.25,690.16,32.31
1890,1.36,0.25,690.49,32.31
1891,1.37,0.25,690.83,32.31
1892,1.37,0.25,691.17,32.31
1893,1.36,0.25,691.51,32.31
1894,1.36,0.25,691.84,32.31
1895,1.36,0.25,692.18,32.31
1896,1.36,0.25,692.51,32.31
1897,1.37,0.25,692.85,32.31
1898,1.37,0.25,693.19,32.31
1899,1.36,0.25,693.53,32.31
1900,1.36,0.25,693.87,32.31
1901,1.36,0.25,694.20,32.31
1902,1.37,0.25,694.54,32.31
1903,1.37,0.25,694.88,32.31
1904,1.36,0.25,695.22,32.31
1905,1.36,0.25,695.55,32.31
1906,1.36,0.25,695.89,32.31
1907,1.36,0.25,696.23,32.31
1908,1.36,0.25,696.56,32.31
1909,1.36,0.25,696.90,32.31
1910,1.36,0.25,697.23,32.31
1911,1.36,0.25,697.57,32.31
1912,1.36,0.25,697.91,32.31
1913,1.36,0.25,698.25,32.31
1914,1.37,0.25,698.59,32.31
1915,1.36,0.25,698.92,32.31
1916,1.36,0.25,699.26,32.31
1917,1.36,0.25,699.60,32.31
1918,1.36,0.25,699.93,32.31
1919,1.36,0.25,700.27,32.31
1920,1.36,0.25,700.60,32.31
1921,1.36,0.25,700.94,32.25
1922,1.36,0.25,701.28,32.31
1923,1.36,0.25,701.61,32.31
1924,1.36,0.25,701.95,32.31
1925,1.36,0.25,702.28,32.31
1926,1.36,0.25,702.62,32.31
1927,1.36,0.25,702.95,32.31
1928,1.36,0.25,703.29,32.31
1929,1.36,0.25,703.63,32.31
1930,1.36,0.25,703.96,32.31
1931,1.36,0.25,704.30,32.31
1932,1.37,0.25,704.64,32.31
1933,1.36,0.25,704.97,32.31
1934,1.36,0.25,705.31,32.31
1935,1.36,0.25,705.64,32.31
1936,1.36,0.25,705.98,32.31
1937,1.36,0.25,706.31,32.31
1938,1.36,0.25,706.65,32.31
1939,1.36,0.25,706.99,32.31
1940,1.36,0.25,707.32,32.31
1941,1.36,0.25,707.66,32.31
1942,1.36,0.25,707.99,32.31
1943,1.36,0.25,708.33,32.31
1944,1.37,0.25,708.67,32.31
1945,1.36,0.25,709.00,32.31
1946,1.36,0.25,709.34,32.31
1947,1.36,0.25,709.68,32.31
1948,1.36,0.25,710.01,32.31
1949,1.36,0.25,710.35,32.31
1950,1.36,0.25,710.68,32.31
1951,1.36,0.25,711.02,32.31
1952,1.36,0.25,711.36,32.31
1953,1.36,0.25,711.70,32.31
1954,1.36,0.25,712.03,32.31
1955,1.36,0.25,712.37,32.31
1956,1.36,0.25,712.70,32.31
1957,1.36,0.25,713.04,32.31
1958,1.37,0.25,713.38,32.31
1959,1.36,0.25,713.71,32.31
1960,1.36,0.25,714.05,32.31
1961,1.36,0.25,714.38,32.31
1962,1.36,0.25,714.72,32.31
1963,1.36,0.25,715.06,32.31
1964,1.36,0.25,715.39,32.31
1965,1.36,0.25,715.73,32.31
1966,1.36,0.25,716.06,32.31
1967,1.36,0.25,716.40,32.31
1968,1.36,0.25,716.73,32.31
1969,1.36,0.25,717.07,32.31
1970,1.36,0.25,717.41,32.31
1971,1.35,0.25,717.74,32.31
1972,1.36,0.25,718.07,32.31
1973,1.36,0.25,718.41,32.31
1974,1.36,0.25,718.75,32.31
1975,1.36,0.25,719.08,32.31
1976,1.36,0.25,719.42,32.31
1977,1.35,0.25,719.75,32.31
1978,1.36,0.25,720.09,32.31
1979,1.36,0.25,720.42,32.31
1980,1.36,0.25,720.76,32.31
1981,1.36,0.25,721.09,32.31
1982,1.36,0.25,721.43,32.31
1983,1.36,0.25,721.77,32.31
1984,1.37,0.25,722.11,32.31
1985,1.36,0.25,722.44,32.31
1986,1.35,0.25,722.78,32.31
1987,1.36,0.25,723.11,32.31
1988,1.36,0.25,723.45,32.31
1989,1.36,0.25,723.79,32.31
1990,1.36,0.25,724.12,32.31
1991,1.36,0.25,724.46,32.31
1992,1.36,0.25,724.79,32.31
1993,1.36,0.25,725.13,32.31
1994,1.36,0.25,725.47,32.31
1995,1.36,0.25,725.80,32.31
1996,1.36,0.25,726.14,32.31
1997,1.36,0.25,726.47,32.31
1998,1.36,0.25,726.81,32.31
1999,1.36,0.25,727.15,32.31
2000,1.36,0.25,727.48,32.31
2001,1.36,0.25,727.82,32.31
2002,1.36,0.25,728.15,32.31
2003,1.36,0.25,728.49,32.31
2004,1.36,0.25,728.83,32.31
2005,1.36,0.25,729.16,32.31
2006,1.36,0.25,729.50,32.31
2007,1.36,0.25,729.83,32.31
2008,1.36,0.25,730.17,32.31
2009,1.36,0.25,730.51,32.31
2010,1.36,0.25,730.84,32.31
2011,1.36,0.25,731.18,32.31
2012,1.35,0.25,731.51,32.31
2013,1.36,0.25,731.84,32.31
2014,1.36,0.25,732.18,32.31
2015,1.36,0.25,732.52,32.31
2016,1.35,0.25,732.85,32.31
2017,1.35,0.25,733.18,32.31
2018,1.35,0.25,733.52,32.31
2019,1.36,0.25,733.85,32.31
2020,1.36,0.25,734.19,32.31
2021,1.35,0.25,734.52,32.31
2022,1.35,0.25,734.85,32.31
2023,1.36,0.25,735.19,32.31
2024,1.35,0.25,735.52,32.31
2025,1.36,0.25,735.86,32.31
2026,1.36,0.25,736.20,32.31
2027,1.36,0.25,736.53,32.31
2028,1.36,0.25,736.87,32.31
2029,1.36,0.25,737.20,32.31
2030,1.36,0.25,737.54,32.31
2031,1.36,0.25,737.87,32.31
2032,1.36,0.25,738.21,32.31
2033,1.35,0.25,738.54,32.31
2034,1.36,0.25,738.88,32.31
2035,1.35,0.25,739.21,32.31
2036,1.36,0.25,739.54,32.31
2037,1.35,0.25,739.88,32.31
2038,1.35,0.25,740.21,32.31
2039,1.36,0.25,740.54,32.31
2040,1.36,0.25,740.88,32.31
2041,1.35,0.25,741.21,32.31
2042,1.36,0.25,741.55,32.31
2043,1.35,0.25,741.88,32.31
2044,1.36,0.25,742.21,32.31
2045,1.36,0.25,742.55,32.31
2046,1.35,0.25,742.88,32.31
2047,1.36,0.25,743.22,32.31
2048,1.35,0.25,743.55,32.31
2049,1.35,0.25,743.88,32.31
2050,1.36,0.25,744.22,32.31
2051,1.36,0.25,744.55,32.31
2052,1.35,0.25,744.89,32.31
2053,1.35,0.25,745.22,32.31
2054,1.35,0.25,745.55,32.31
2055,1.36,0.25,745.88,32.31
2056,1.36,0.25,746.22,32.31
2057,1.35,0.25,746.55,32.31
2058,1.35,0.25,746.88,32.31
2059,1.35,0.25,747.21,32.31
2060,1.36,0.25,747.55,32.31
2061,1.36,0.25,747.88,32.31
2062,1.35,0.25,748.22,32.31
2063,1.36,0.25,748.55,32.31
2064,1.36,0.25,748.89,32.38
2065,1.35,0.25,749.22,32.31
2066,1.36,0.25,749.55,32.31
2067,1.36,0.25,749.89,32.31
2068,1.35,0.25,750.22,32.31
2069,1.36,0.25,750.56,32.31
2070,1.36,0.25,750.89,32.31
2071,1.35,0.25,751.22,32.31
2072,1.36,0.25,751.56,32.31
2073,1.35,0.25,751.89,32.31
2074,1.35,0.25,752.23,32.31
2075,1.36,0.25,752.56,32.31
2076,1.35,0.25,752.89,32.31
2077,1.36,0.25,753.23,32.31
2078,1.35,0.25,753.56,32.31
2079,1.35,0.25,753.90,32.31
2080,1.36,0.25,754.23,32.31
2081,1.36,0.25,754.57,32.31
2082,1.35,0.25,754.90,32.31
2083,1.35,0.25,755.23,32.31
2084,1.35,0.25,755.56,32.31
2085,1.36,0.25,755.90,32.31
2086,1.36,0.25,756.24,32.31
2087,1.35,0.25,756.57,32.31
2088,1.35,0.25,756.90,32.31
2089,1.35,0.25,757.23,32.31
2090,1.35,0.25,757.57,32.31
2091,1.36,0.25,757.90,32.31
2092,1.35,0.25,758.23,32.31
2093,1.35,0.25,758.57,32.31
2094,1.35,0.25,758.90,32.31
2095,1.35,0.25,759.23,32.31
2096,1.36,0.25,759.57,32.31
2097,1.36,0.25,759.90,32.31
2098,1.35,0.25,760.23,32.31
2099,1.36,0.25,760.57,32.31
2100,1.35,0.25,760.90,32.31
2101,1.35,0.25,761.23,32.31
2102,1.36,0.25,761.57,32.31
2103,1.35,0.25,761.90,32.31
2104,1.35,0.25,762.23,32.31
2105,1.36,0.25,762.57,32.31
2106,1.35,0.25,762.90,32.31
2107,1.36,0.25,763.23,32.31
2108,1.35,0.25,763.57,32.31
2109,1.35,0.25,763.90,32.31
2110,1.36,0.25,764.23,32.31
2111,1.36,0.25,764.57,32.38
2112,1.35,0.25,764.90,32.31
2113,1.36,0.25,765.24,32.31
2114,1.35,0.25,765.57,32.38
2115,1.36,0.25,765.91,32.31
2116,1.36,0.25,766.24,32.31
2117,1.35,0.25,766.57,32.31
2118,1.35,0.25,766.91,32.31
2119,1.35,0.25,767.24,32.31
2120,1.35,0.25,767.57,32.31
2121,1.36,0.25,767.91,32.31
2122,1.36,0.25,768.24,32.31
2123,1.35,0.25,768.57,32.31
2124,1.35,0.25,768.91,32.31
2125,1.35,0.25,769.24,32.31
2126,1.36,0.25,769.57,32.31
2127,1.36,0.25,769.91,32.31
2128,1.35,0.25,770.24,32.31
2129,1.35,0.25,770.57,32.38
2130,1.35,0.25,770.91,32.31
2131,1.36,0.25,771.24,32.31
2132,1.36,0.25,771.58,32.31
2133,1.35,0.25,771.91,32.31
2134,1.35,0.25,772.24,32.31
2135,1.35,0.25,772.58,32.31
2136,1.35,0.25,772.91,32.31
2137,1.36,0.25,773.24,32.31
2138,1.36,0.25,773.58,32.31
2139,1.35,0.25,773.91,32.38
2140,1.36,0.25,774.25,32.31
2141,1.35,0.25,774.58,32.31
2142,1.35,0.25,774.91,32.31
2143,1.36,0.25,775.25,32.31
2144,1.35,0.25,775.58,32.31
2145,1.35,0.25,775.91,32.31
2146,1.36,0.25,776.25,32.31
2147,1.35,0.25,776.58,32.31
2148,1.35,0.25,776.91,32.31
2149,1.35,0.25,777.24,32.38
2150,1.35,0.25,777.58,32.31
2151,1.36,0.25,777.91,32.31
2152,1.36,0.25,778.25,32.31
2153,1.35,0.25,778.58,32.31
2154,1.36,0.25,778.91,32.31
2155,1.35,0.25,779.25,32.31
2156,1.36,0.25,779.58,32.31
2157,1.35,0.25,779.91,32.31
2158,1.35,0.25,780.25,32.31
2159,1.35,0.25,780.58,32.31
2160,1.35,0.25,780.91,32.31
2161,1.35,0.25,781.25,32.31
2162,1.36,0.25,781.58,32.31
2163,1.35,0.25,781.91,32.31
2164,1.35,0.25,782.24,32.38
2165,1.35,0.25,782.57,32.31
2166,1.35,0.25,782.90,32.31
2167,1.36,0.25,783.24,32.31
2168,1.36,0.25,783.57,32.31
2169,1.35,0.25,783.90,32.38
2170,1.35,0.25,784.23,32.31
2171,1.35,0.25,784.56,32.31
2172,1.36,0.25,784.90,32.38
2173,1.36,0.25,785.23,32.31
2174,1.35,0.25,785.56,32.31
2175,1.35,0.25,785.90,32.31
2176,1.35,0.25,786.23,32.38
2177,1.35,0.25,786.56,32.31
2178,1.35,0.25,786.90,32.31
2179,1.35,0.25,787.23,32.31
2180,1.35,0.25,787.56,32.31
2181,1.36,0.25,787.89,32.38
2182,1.35,0.25,788.22,32.31
2183,1.35,0.25,788.56,32.31
2184,1.36,0.25,788.89,32.31
2185,1.35,0.25,789.22,32.31
2186,1.35,0.25,789.55,32.31
2187,1.35,0.25,789.88,32.31
2188,1.35,0.25,790.21,32.31
2189,1.35,0.25,790.55,32.31
2190,1.35,0.25,790.88,32.31
2191,1.35,0.25,791.21,32.31
2192,1.36,0.25,791.55,32.31
2193,1.35,0.25,791.88,32.31
2194,1.35,0.25,792.21,32.31
2195,1.35,0.25,792.54,32.31
2196,1.35,0.25,792.87,32.31
2197,1.35,0.25,793.20,32.31
2198,1.35,0.25,793.54,32.31
2199,1.35,0.25,793.87,32.31
2200,1.35,0.25,794.20,32.31
2201,1.35,0.25,794.53,32.31
2202,1.35,0.25,794.86,32.31
2203,1.35,0.25,795.19,32.31
2204,1.35,0.25,795.52,32.31
2205,1.35,0.25,795.85,32.31
2206,1.35,0.25,796.18,32.31
2207,1.35,0.25,796.51,32.31
2208,1.35,0.25,796.85,32.31
2209,1.35,0.25,797.18,32.31
2210,1.35,0.25,797.51,32.31
2211,1.35,0.25,797.85,32.31
2212,1.35,0.25,798.18,32.38
2213,1.36,0.25,798.51,32.31
2214,1.35,0.25,798.84,32.31
2215,1.35,0.25,799.17,32.38
2216,1.35,0.25,799.50,32.31
2217,1.35,0.25,799.84,32.38
2218,1.35,0.25,800.17,32.31
2219,1.35,0.25,800.50,32.31
2220,1.35,0.25,800.83,32.31
2221,1.35,0.25,801.16,32.31
2222,1.35,0.25,801.49,32.31
2223,1.35,0.25,801.83,32.31
2224,1.35,0.25,802.16,32.31
2225,1.36,0.25,802.49,32.31
2226,1.35,0.25,802.82,32.31
2227,1.35,0.25,803.16,32.31
2228,1.35,0.25,803.49,32.31
2229,1.35,0.25,803.82,32.31
2230,1.35,0.25,804.15,32.31
2231,1.35,0.25,804.48,32.31
2232,1.35,0.25,804.81,32.31
2233,1.35,0.25,805.14,32.31
2234,1.35,0.25,805.48,32.31
2235,1.35,0.25,805.81,32.31
2236,1.35,0.25,806.14,32.31
2237,1.35,0.25,806.47,32.31
2238,1.35,0.25,806.80,32.31
2239,1.35,0.25,807.13,32.31
2240,1.35,0.25,807.46,32.31
2241,1.35,0.25,807.79,32.31
2242,1.35,0.25,808.12,32.31
2243,1.35,0.25,808.46,32.31
2244,1.35,0.25,808.79,32.31
2245,1.35,0.25,809.12,32.31
2246,1.35,0.25,809.45,32.38
2247,1.34,0.24,809.78,32.31
2248,1.35,0.25,810.11,32.31
2249,1.35,0.25,810.44,32.31
2250,1.35,0.25,810.77,32.31
2251,1.35,0.25,811.10,32.31
2252,1.35,0.25,811.43,32.38
2253,1.35,0.25,811.76,32.31
2254,1.36,0.25,812.10,32.31
2255,1.35,0.25,812.43,32.31
2256,1.35,0.25,812.76,32.31
2257,1.35,0.25,813.09,32.31
2258,1.35,0.25,813.43,32.31
2259,1.35,0.25,813.76,32.31
2260,1.36,0.25,814.09,32.31
2261,1.35,0.25,814.42,32.31
2262,1.35,0.25,814.75,32.31
2263,1.35,0.25,815.08,32.31
2264,1.35,0.25,815.42,32.31
2265,1.35,0.25,815.75,32.31
2266,1.35,0.25,816.08,32.38
2267,1.35,0.25,816.41,32.38
2268,1.35,0.25,816.74,32.31
2269,1.35,0.25,817.07,32.31
2270,1.35,0.25,817.41,32.31
2271,1.35,0.25,817.74,32.31
2272,1.35,0.25,818.07,32.31
2273,1.35,0.25,818.40,32.31
2274,1.35,0.25,818.73,32.31
2275,1.35,0.25,819.06,32.31
2276,1.35,0.25,819.39,32.31
2277,1.35,0.25,819.72,32.31
2278,1.35,0.25,820.05,32.31
2279,1.35,0.25,820.38,32.31
2280,1.35,0.25,820.71,32.31
2281,1.35,0.25,821.04,32.31
2282,1.35,0.25,821.37,32.31
2283,1.35,0.25,821.71,32.31
2284,1.35,0.25,822.04,32.31
2285,1.35,0.25,822.37,32.31
2286,1.35,0.25,822.70,32.31
2287,1.35,0.25,823.03,32.31
2288,1.34,0.24,823.36,32.31
2289,1.35,0.25,823.69,32.31
2290,1.35,0.25,824.02,32.31
2291,1.35,0.25,824.35,32.31
2292,1.35,0.25,824.68,32.31
2293,1.35,0.25,825.01,32.31
2294,1.35,0.25,825.34,32.31
2295,1.36,0.25,825.68,32.31
2296,1.35,0.25,826.01,32.31
2297,1.35,0.25,826.34,32.31
2298,1.35,0.25,826.67,32.31
2299,1.35,0.25,827.01,32.31
2300,1.35,0.25,827.34,32.31
2301,1.35,0.25,827.67,32.31
2302,1.35,0.25,828.00,32.31
2303,1.35,0.25,828.33,32.31
2304,1.35,0.25,828.66,32.31
2305,1.35,0.25,828.99,32.31
2306,1.35,0.25,829.32,32.31
2307,1.35,0.25,829.65,32.31
2308,1.35,0.25,829.98,32.31
2309,1.35,0.25,830.31,32.38
2310,1.35,0.25,830.65,32.38
2311,1.35,0.25,830.98,32.31
2312,1.35,0.25,831.31,32.31
2313,1.35,0.25,831.64,32.38
2314,1.35,0.25,831.97,32.31
2315,1.36,0.25,832.30,32.31
2316,1.35,0.25,832.63,32.31
2317,1.35,0.25,832.96,32.31
2318,1.35,0.25,833.29,32.31
2319,1.35,0.25,833.62,32.38
2320,1.35,0.25,833.96,32.31
2321,1.35,0.25,834.29,32.38
2322,1.35,0.25,834.62,32.31
2323,1.34,0.24,834.95,32.31
2324,1.35,0.25,835.28,32.31
2325,1.35,0.25,835.61,32.31
2326,1.35,0.25,835.94,32.31
2327,1.34,0.24,836.27,32.31
2328,1.35,0.25,836.60,32.31
2329,1.34,0.24,836.93,32.31
2330,1.35,0.25,837.26,32.31
2331,1.35,0.25,837.59,32.31
2332,1.35,0.25,837.92,32.31
2333,1.35,0.25,838.25,32.31
2334,1.35,0.25,838.58,32.31
2335,1.34,0.24,838.91,32.31
2336,1.36,0.25,839.25,32.31
2337,1.35,0.25,839.58,32.31
2338,1.34,0.24,839.91,32.31
2339,1.35,0.25,840.24,32.31
2340,1.35,0.25,840.57,32.31
2341,1.35,0.25,840.90,32.31
2342,1.36,0.25,841.24,32.31
2343,1.34,0.24,841.57,32.31
2344,1.35,0.25,841.90,32.31
2345,1.35,0.25,842.23,32.31
2346,1.35,0.25,842.56,32.31
2347,1.35,0.25,842.89,32.31
2348,1.35,0.25,843.22,32.31
2349,1.35,0.25,843.55,32.31
2350,1.35,0.25,843.88,32.31
2351,1.35,0.25,844.21,32.31
2352,1.34,0.24,844.54,32.31
2353,1.35,0.25,844.87,32.31
2354,1.34,0.24,845.20,32.31
2355,1.35,0.25,845.53,32.31
2356,1.35,0.25,845.87,32.31
2357,1.35,0.25,846.20,32.31
2358,1.35,0.25,846.53,32.31
2359,1.34,0.24,846.85,32.31
2360,1.35,0.25,847.18,32.31
2361,1.35,0.25,847.52,32.31
2362,1.35,0.25,847.85,32.31
2363,1.34,0.24,848.18,32.31
2364,1.35,0.25,848.51,32.31
2365,1.35,0.25,848.84,32.31
2366,1.35,0.25,849.17,32.31
2367,1.35,0.25,849.50,32.31
2368,1.34,0.24,849.83,32.31
2369,1.34,0.24,850.16,32.31
2370,1.34,0.24,850.49,32.31
2371,1.35,0.25,850.82,32.31
2372,1.35,0.25,851.15,32.31
2373,1.35,0.25,851.48,32.31
2374,1.34,0.24,851.81,32.31
2375,1.35,0.25,852.14,32.31
2376,1.34,0.24,852.47,32.31
2377,1.35,0.25,852.80,32.31
2378,1.35,0.25,853.13,32.31
2379,1.34,0.24,853.45,32.31
2380,1.35,0.25,853.79,32.31
2381,1.35,0.25,854.12,32.31
2382,1.34,0.24,854.44,32.31
2383,1.35,0.25,854.78,32.31
2384,1.34,0.24,855.10,32.31
2385,1.34,0.24,855.43,32.31
2386,1.35,0.25,855.76,32.31
2387,1.34,0.24,856.09,32.31
2388,1.34,0.24,856.42,32.31
2389,1.34,0.24,856.75,32.31
2390,1.34,0.24,857.07,32.31
2391,1.35,0.25,857.40,32.31
2392,1.35,0.25,857.73,32.31
2393,1.34,0.24,858.06,32.31
2394,1.34,0.24,858.39,32.31
2395,1.34,0.24,858.72,32.31
2396,1.35,0.25,859.05,32.31
2397,1.35,0.25,859.38,32.31
2398,1.35,0.25,859.71,32.31
2399,1.34,0.24,860.04,32.31
2400,1.34,0.24,860.36,32.31
2401,1.34,0.24,860.69,32.31
2402,1.35,0.25,861.02,32.31
2403,1.34,0.24,861.35,32.31
2404,1.34,0.24,861.68,32.31
2405,1.35,0.25,862.01,32.31
2406,1.34,0.24,862.34,32.31
2407,1.35,0.25,862.67,32.31
2408,1.35,0.25,863.00,32.31
2409,1.34,0.24,863.33,32.31
2410,1.34,0.24,863.65,32.31
2411,1.34,0.24,863.98,32.31
2412,1.35,0.25,864.31,32.38
2413,1.35,0.25,864.64,32.31
2414,1.34,0.24,864.97,32.31
2415,1.34,0.24,865.30,32.31
2416,1.35,0.25,865.63,32.31
2417,1.34,0.24,865.96,32.31
2418,1.35,0.25,866.29,32.31
2419,1.34,0.24,866.61,32.31
2420,1.34,0.24,866.94,32.31
2421,1.35,0.25,867.27,32.31
2422,1.35,0.25,867.60,32.31
2423,1.34,0.24,867.93,32.31
2424,1.35,0.25,868.26,32.31
2425,1.34,0.24,868.59,32.31
2426,1.34,0.24,868.92,32.31
2427,1.35,0.25,869.25,32.31
2428,1.34,0.24,869.58,32.31
2429,1.34,0.24,869.90,32.31
2430,1.34,0.24,870.23,32.31
2431,1.34,0.24,870.56,32.31
2432,1.35,0.25,870.89,32.31
2433,1.35,0.25,871.22,32.31
2434,1.34,0.24,871.55,32.31
2435,1.34,0.24,871.88,32.31
2436,1.34,0.24,872.20,32.31
2437,1.35,0.25,872.53,32.31
2438,1.35,0.25,872.86,32.31
2439,1.34,0.24,873.19,32.31
2440,1.34,0.24,873.52,32.31
2441,1.34,0.24,873.85,32.31
2442,1.34,0.24,874.18,32.31
2443,1.35,0.25,874.51,32.31
2444,1.34,0.24,874.83,32.31
2445,1.34,0.24,875.16,32.31
2446,1.34,0.24,875.49,32.31
2447,1.34,0.24,875.82,32.31
2448,1.35,0.25,876.15,32.31
2449,1.35,0.25,876.48,32.31
2450,1.34,0.24,876.81,32.31
2451,1.35,0.25,877.14,32.31
2452,1.34,0.24,877.47,32.31
2453,1.34,0.24,877.79,32.31
2454,1.35,0.25,878.12,32.31
2455,1.34,0.24,878.45,32.31
2456,1.34,0.24,878.78,32.31
2457,1.35,0.25,879.11,32.31
2458,1.34,0.24,879.44,32.31
2459,1.34,0.24,879.76,32.31
2460,1.34,0.24,880.09,32.31
2461,1.34,0.24,880.42,32.31
2462,1.35,0.25,880.75,32.31
2463,1.35,0.25,881.08,32.31
2464,1.34,0.24,881.41,32.31
2465,1.34,0.24,881.74,32.31
2466,1.34,0.24,882.07,32.31
2467,1.35,0.25,882.40,32.31
2468,1.35,0.25,882.73,32.31
2469,1.34,0.24,883.05,32.31
2470,1.34,0.24,883.38,32.31
2471,1.34,0.24,883.71,32.31
2472,1.34,0.24,884.04,32.31
2473,1.35,0.25,884.37,32.31
2474,1.35,0.25,884.70,32.31
2475,1.34,0.24,885.02,32.31
2476,1.34,0.24,885.35,32.31
2477,1.34,0.24,885.68,32.31
2478,1.35,0.25,886.01,32.31
2479,1.35,0.25,886.34,32.31
2480,1.34,0.24,886.67,32.31
2481,1.34,0.24,886.99,32.31
2482,1.34,0.24,887.32,32.31
2483,1.35,0.25,887.65,32.31
2484,1.35,0.25,887.98,32.31
2485,1.34,0.24,888.31,32.31
2486,1.34,0.24,888.64,32.31
2487,1.35,0.25,888.97,32.31
2488,1.34,0.24,889.30,32.31
2489,1.35,0.25,889.63,32.31
2490,1.35,0.25,889.96,32.31
2491,1.34,0.24,890.29,32.31
2492,1.35,0.25,890.62,32.31
2493,1.34,0.24,890.95,32.31
2494,1.34,0.24,891.28,32.31
2495,1.35,0.25,891.61,32.31
2496,1.34,0.24,891.93,32.31
2497,1.34,0.24,892.26,32.31
2498,1.35,0.25,892.59,32.31
2499,1.34,0.24,892.92,32.31
2500,1.34,0.24,893.25,32.31
2501,1.34,0.24,893.57,32.31
2502,1.34,0.24,893.90,32.31
2503,1.35,0.25,894.23,32.31
2504,1.35,0.25,894.56,32.31
2505,1.34,0.24,894.89,32.31
2506,1.35,0.25,895.22,32.31
2507,1.34,0.24,895.54,32.31
2508,1.35,0.25,895.87,32.31
2509,1.35,0.25,896.20,32.31
2510,1.34,0.24,896.53,32.31
2511,1.34,0.24,896.86,32.31
2512,1.34,0.24,897.19,32.31
2513,1.34,0.24,897.52,32.31
2514,1.35,0.25,897.85,32.31
2515,1.34,0.24,898.17,32.31
2516,1.34,0.24,898.50,32.31
2517,1.34,0.24,898.83,32.31
2518,1.34,0.24,899.15,32.31
2519,1.35,0.25,899.48,32.31
2520,1.35,0.25,899.81,32.31
2521,1.34,0.24,900.14,32.31
2522,1.34,0.24,900.47,32.31
2523,1.34,0.24,900.80,32.31
2524,1.35,0.25,901.13,32.31
2525,1.35,0.25,901.46,32.31
2526,1.34,0.24,901.79,32.31
2527,1.34,0.24,902.11,32.31
2528,1.34,0.24,902.44,32.31
2529,1.34,0.24,902.77,32.31
2530,1.35,0.25,903.10,32.31
2531,1.34,0.24,903.43,32.31
2532,1.34,0.24,903.76,32.31
2533,1.35,0.25,904.09,32.31
2534,1.34,0.24,904.41,32.31
2535,1.34,0.24,904.74,32.31
2536,1.35,0.25,905.07,32.31
2537,1.34,0.24,905.40,32.31
2538,1.34,0.24,905.73,32.31
2539,1.35,0.25,906.06,32.31
2540,1.34,0.24,906.38,32.31
2541,1.34,0.24,906.71,32.31
2542,1.34,0.24,907.04,32.31
2543,1.34,0.24,907.36,32.31
2544,1.35,0.25,907.69,32.31
2545,1.34,0.24,908.02,32.31
2546,1.34,0.24,908.35,32.31
2547,1.34,0.24,908.68,32.31
2548,1.34,0.24,909.00,32.31
2549,1.35,0.25,909.34,32.31
2550,1.35,0.25,909.67,32.31
2551,1.34,0.24,909.99,32.31
2552,1.34,0.24,910.32,32.31
2553,1.34,0.24,910.65,32.31
2554,1.34,0.24,910.98,32.31
2555,1.35,0.25,911.31,32.31
2556,1.34,0.24,911.63,32.31
2557,1.34,0.24,911.96,32.31
2558,1.34,0.24,912.28,32.31
2559,1.34,0.24,912.61,32.31
2560,1.35,0.25,912.94,32.31
2561,1.35,0.25,913.27,32.31
2562,1.34,0.24,913.60,32.25
2563,1.34,0.24,913.92,32.31
2564,1.34,0.24,914.25,32.31
2565,1.35,0.25,914.58,32.31
2566,1.35,0.25,914.91,32.31
2567,1.34,0.24,915.24,32.31
2568,1.34,0.24,915.57,32.31
2569,1.34,0.24,915.90,32.25
2570,1.34,0.24,916.22,32.31
2571,1.35,0.25,916.55,32.31
2572,1.34,0.24,916.88,32.31
2573,1.34,0.24,917.21,32.31
2574,1.35,0.25,917.54,32.25
2575,1.35,0.25,917.87,32.31
2576,1.34,0.24,918.19,32.31
2577,1.35,0.25,918.52,32.31
2578,1.34,0.24,918.85,32.31
2579,1.34,0.24,919.18,32.31
2580,1.35,0.25,919.51,32.31
2581,1.34,0.24,919.84,32.31
2582,1.34,0.24,920.16,32.31
